date,season,year,month,hour,weekday,weather,temperature,feeling_temperature,humidity,windspeed,casual_user,registered_user,total_user,day_type,temp_group
2011-02-16,Spring,2011,2,7,Wednesday,Mist,8.2,9.85,55.0,15.0,5,103,108,Workday,Cold
2011-02-16,Spring,2011,2,8,Wednesday,Mist,9.02,11.36,55.0,11.0,6,224,230,Workday,Cold
2011-02-16,Spring,2011,2,9,Wednesday,Clear,9.84,10.6,52.0,19.0,2,122,124,Workday,Cold
2011-02-16,Spring,2011,2,10,Wednesday,Clear,10.66,11.36,41.0,26.0,14,55,69,Workday,Warm
2011-02-16,Spring,2011,2,11,Wednesday,Clear,13.94,15.15,34.0,20.0,7,59,66,Workday,Warm
2011-02-16,Spring,2011,2,12,Wednesday,Clear,15.58,19.7,32.0,22.0,14,72,86,Workday,Warm
2011-02-16,Spring,2011,2,13,Wednesday,Clear,17.22,21.21,30.0,24.0,13,80,93,Workday,Warm
2011-02-16,Spring,2011,2,14,Wednesday,Clear,18.86,22.72,28.0,28.0,17,65,82,Workday,Warm
2011-02-16,Spring,2011,2,15,Wednesday,Clear,18.86,22.72,28.0,28.0,35,82,117,Workday,Warm
2011-02-16,Spring,2011,2,16,Wednesday,Clear,18.86,22.72,31.0,26.0,26,96,122,Workday,Warm
2011-02-16,Spring,2011,2,17,Wednesday,Clear,18.86,22.72,28.0,19.0,11,244,255,Workday,Warm
2011-02-16,Spring,2011,2,18,Wednesday,Clear,16.4,20.46,40.0,15.0,20,202,222,Workday,Warm
2011-02-16,Spring,2011,2,19,Wednesday,Clear,13.94,15.91,53.0,15.0,18,143,161,Workday,Warm
2011-02-16,Spring,2011,2,20,Wednesday,Clear,15.58,19.7,43.0,13.0,10,108,118,Workday,Warm
2011-02-16,Spring,2011,2,21,Wednesday,Clear,14.76,17.42,46.0,13.0,5,87,92,Workday,Warm
2011-02-16,Spring,2011,2,22,Wednesday,Clear,13.94,16.66,53.0,13.0,12,61,73,Workday,Warm
2011-02-16,Spring,2011,2,23,Wednesday,Clear,15.58,19.7,40.0,15.0,2,31,33,Workday,Warm
2011-02-17,Spring,2011,2,0,Thursday,Clear,13.94,16.66,53.0,13.0,1,16,17,Workday,Warm
2011-02-17,Spring,2011,2,1,Thursday,Clear,13.94,15.91,53.0,15.0,0,6,6,Workday,Warm
2011-02-17,Spring,2011,2,2,Thursday,Mist,13.94,15.91,53.0,15.0,2,4,6,Workday,Warm
2011-02-17,Spring,2011,2,3,Thursday,Clear,13.94,16.66,53.0,13.0,3,1,4,Workday,Warm
2011-02-17,Spring,2011,2,4,Thursday,Clear,13.12,15.91,57.0,13.0,3,1,4,Workday,Warm
2011-02-17,Spring,2011,2,5,Thursday,Clear,13.12,16.66,66.0,6.0,1,11,12,Workday,Warm
2011-02-17,Spring,2011,2,6,Thursday,Clear,12.3,15.15,70.0,9.0,3,44,47,Workday,Warm
2011-02-17,Spring,2011,2,7,Thursday,Clear,13.12,16.66,57.0,7.0,7,119,126,Workday,Warm
2011-02-17,Spring,2011,2,8,Thursday,Clear,13.12,16.66,57.0,6.0,18,267,285,Workday,Warm
2011-02-17,Spring,2011,2,9,Thursday,Clear,14.76,17.42,57.0,13.0,16,163,179,Workday,Warm
2011-02-17,Spring,2011,2,10,Thursday,Clear,15.58,19.7,54.0,13.0,18,70,88,Workday,Warm
2011-02-17,Spring,2011,2,11,Thursday,Mist,18.04,21.97,44.0,17.0,19,71,90,Workday,Warm
2011-02-17,Spring,2011,2,12,Thursday,Clear,19.68,23.48,41.0,15.0,15,86,101,Workday,Warm
2011-02-17,Spring,2011,2,13,Thursday,Clear,22.14,25.76,34.0,15.0,15,108,123,Workday,Warm
2011-02-17,Spring,2011,2,14,Thursday,Clear,24.6,31.06,31.0,15.0,26,55,81,Workday,Warm
2011-02-17,Spring,2011,2,15,Thursday,Clear,24.6,30.3,28.0,17.0,15,91,106,Workday,Warm
2011-02-17,Spring,2011,2,16,Thursday,Mist,22.96,26.52,35.0,20.0,29,117,146,Workday,Warm
2011-02-17,Spring,2011,2,17,Thursday,Mist,23.78,27.28,32.0,20.0,18,256,274,Workday,Warm
2011-02-17,Spring,2011,2,18,Thursday,Mist,22.14,25.76,42.0,19.0,11,211,222,Workday,Warm
2011-02-17,Spring,2011,2,19,Thursday,Clear,19.68,23.48,55.0,22.0,14,161,175,Workday,Warm
2011-02-17,Spring,2011,2,20,Thursday,Clear,19.68,23.48,59.0,22.0,8,131,139,Workday,Warm
2011-02-17,Spring,2011,2,21,Thursday,Clear,21.32,25.0,55.0,26.0,5,119,124,Workday,Warm
2011-02-17,Spring,2011,2,22,Thursday,Clear,20.5,24.24,59.0,19.0,8,68,76,Workday,Warm
2011-02-17,Spring,2011,2,23,Thursday,Clear,18.86,22.72,67.0,20.0,4,40,44,Workday,Warm
2011-02-18,Spring,2011,2,0,Friday,Clear,18.04,21.97,72.0,19.0,12,20,32,Workday,Warm
2011-02-18,Spring,2011,2,1,Friday,Clear,18.04,21.97,72.0,15.0,1,7,8,Workday,Warm
2011-02-18,Spring,2011,2,2,Friday,Clear,18.04,21.97,72.0,19.0,2,5,7,Workday,Warm
2011-02-18,Spring,2011,2,3,Friday,Clear,18.86,22.72,67.0,17.0,2,6,8,Workday,Warm
2011-02-18,Spring,2011,2,4,Friday,Clear,18.86,22.72,67.0,17.0,0,1,1,Workday,Warm
2011-02-18,Spring,2011,2,5,Friday,Mist,18.86,22.72,67.0,7.0,1,6,7,Workday,Warm
2011-02-18,Spring,2011,2,6,Friday,Mist,18.04,21.97,72.0,11.0,2,48,50,Workday,Warm
2011-02-18,Spring,2011,2,7,Friday,Mist,17.22,21.21,77.0,15.0,8,108,116,Workday,Warm
2011-02-18,Spring,2011,2,8,Friday,Mist,17.22,21.21,77.0,13.0,26,246,272,Workday,Warm
2011-02-18,Spring,2011,2,9,Friday,Mist,17.22,21.21,77.0,13.0,15,154,169,Workday,Warm
2011-02-18,Spring,2011,2,10,Friday,Mist,18.04,21.97,72.0,15.0,17,78,95,Workday,Warm
2011-02-18,Spring,2011,2,11,Friday,Clear,18.04,21.97,72.0,11.0,31,82,113,Workday,Warm
2011-02-18,Spring,2011,2,12,Friday,Clear,20.5,24.24,59.0,13.0,59,126,185,Workday,Warm
2011-02-18,Spring,2011,2,13,Friday,Clear,24.6,31.06,43.0,13.0,45,131,176,Workday,Warm
2011-02-18,Spring,2011,2,14,Friday,Clear,27.06,31.06,36.0,20.0,73,118,191,Workday,Hot
2011-02-18,Spring,2011,2,15,Friday,Clear,27.06,31.06,36.0,22.0,55,117,172,Workday,Hot
2011-02-18,Spring,2011,2,16,Friday,Clear,27.06,31.06,36.0,19.0,68,164,232,Workday,Hot
2011-02-18,Spring,2011,2,17,Friday,Clear,27.06,31.06,34.0,24.0,52,275,327,Workday,Hot
2011-02-18,Spring,2011,2,18,Friday,Clear,26.24,31.06,33.0,22.0,29,195,224,Workday,Hot
2011-02-18,Spring,2011,2,19,Friday,Clear,25.42,31.06,29.0,39.0,16,146,162,Workday,Hot
2011-02-18,Spring,2011,2,20,Friday,Clear,24.6,31.06,31.0,13.0,19,105,124,Workday,Warm
2011-02-18,Spring,2011,2,21,Friday,Clear,23.78,27.28,21.0,33.0,11,61,72,Workday,Warm
2011-02-18,Spring,2011,2,22,Friday,Clear,22.14,25.76,10.0,17.0,19,88,107,Workday,Warm
2011-02-18,Spring,2011,2,23,Friday,Clear,21.32,25.0,8.0,19.0,16,61,77,Workday,Warm
2011-02-19,Spring,2011,2,0,Saturday,Clear,19.68,23.48,12.0,33.0,6,23,29,Holiday,Warm
2011-02-19,Spring,2011,2,1,Saturday,Clear,18.86,22.72,14.0,28.0,10,21,31,Holiday,Warm
2011-02-19,Spring,2011,2,2,Saturday,Clear,18.04,21.97,13.0,26.0,3,14,17,Holiday,Warm
2011-02-19,Spring,2011,2,3,Saturday,Clear,17.22,21.21,14.0,20.0,0,7,7,Holiday,Warm
2011-02-19,Spring,2011,2,4,Saturday,Clear,16.4,20.46,15.0,22.0,0,3,3,Holiday,Warm
2011-02-19,Spring,2011,2,5,Saturday,Clear,16.4,20.46,15.0,22.0,0,3,3,Holiday,Warm
2011-02-19,Spring,2011,2,6,Saturday,Clear,16.4,20.46,17.0,28.0,3,3,6,Holiday,Warm
2011-02-19,Spring,2011,2,7,Saturday,Clear,15.58,19.7,17.0,35.0,6,16,22,Holiday,Warm
2011-02-19,Spring,2011,2,8,Saturday,Clear,15.58,19.7,17.0,39.0,9,36,45,Holiday,Warm
2011-02-19,Spring,2011,2,9,Saturday,Clear,16.4,20.46,16.0,44.0,18,37,55,Holiday,Warm
2011-02-19,Spring,2011,2,10,Saturday,Clear,17.22,21.21,16.0,39.0,34,72,106,Holiday,Warm
2011-02-19,Spring,2011,2,11,Saturday,Clear,18.04,21.97,16.0,39.0,47,76,123,Holiday,Warm
2011-02-19,Spring,2011,2,12,Saturday,Clear,18.04,21.97,18.0,33.0,38,81,119,Holiday,Warm
2011-02-19,Spring,2011,2,13,Saturday,Clear,18.04,21.97,16.0,41.0,52,103,155,Holiday,Warm
2011-02-19,Spring,2011,2,14,Saturday,Clear,18.86,22.72,15.0,44.0,102,94,196,Holiday,Warm
2011-02-19,Spring,2011,2,15,Saturday,Clear,18.04,21.97,16.0,50.0,84,87,171,Holiday,Warm
2011-02-19,Spring,2011,2,16,Saturday,Clear,18.04,21.97,16.0,43.0,39,81,120,Holiday,Warm
2011-02-19,Spring,2011,2,17,Saturday,Clear,17.22,21.21,19.0,41.0,36,91,127,Holiday,Warm
2011-02-19,Spring,2011,2,18,Saturday,Clear,14.76,15.91,25.0,30.0,21,67,88,Holiday,Warm
2011-02-19,Spring,2011,2,19,Saturday,Clear,13.94,15.15,29.0,24.0,5,54,59,Holiday,Warm
2011-02-19,Spring,2011,2,20,Saturday,Clear,13.12,14.4,28.0,35.0,9,38,47,Holiday,Warm
2011-02-19,Spring,2011,2,21,Saturday,Clear,13.12,13.64,26.0,37.0,4,29,33,Holiday,Warm
2011-02-19,Spring,2011,2,22,Saturday,Clear,12.3,12.88,28.0,33.0,2,42,44,Holiday,Warm
2011-02-19,Spring,2011,2,23,Saturday,Clear,11.48,12.12,33.0,30.0,4,25,29,Holiday,Warm
2011-02-20,Spring,2011,2,0,Sunday,Clear,10.66,10.6,35.0,30.0,3,14,17,Holiday,Warm
2011-02-20,Spring,2011,2,1,Sunday,Clear,9.84,9.85,41.0,31.0,5,11,16,Holiday,Cold
2011-02-20,Spring,2011,2,2,Sunday,Clear,9.84,9.85,41.0,37.0,0,17,17,Holiday,Cold
2011-02-20,Spring,2011,2,3,Sunday,Clear,9.02,9.09,44.0,37.0,9,9,18,Holiday,Cold
2011-02-20,Spring,2011,2,4,Sunday,Clear,9.02,9.09,44.0,37.0,0,1,1,Holiday,Cold
2011-02-20,Spring,2011,2,6,Sunday,Clear,8.2,9.09,47.0,20.0,1,1,2,Holiday,Cold
2011-02-20,Spring,2011,2,7,Sunday,Clear,7.38,8.33,51.0,17.0,0,2,2,Holiday,Cold
2011-02-20,Spring,2011,2,8,Sunday,Clear,8.2,11.36,51.0,7.0,2,22,24,Holiday,Cold
2011-02-20,Spring,2011,2,9,Sunday,Clear,9.02,10.6,47.0,19.0,7,48,55,Holiday,Cold
2011-02-20,Spring,2011,2,10,Sunday,Mist,10.66,12.88,41.0,13.0,34,70,104,Holiday,Warm
2011-02-20,Spring,2011,2,11,Sunday,Mist,12.3,15.15,33.0,11.0,72,89,161,Holiday,Warm
2011-02-20,Spring,2011,2,12,Sunday,Clear,12.3,15.91,33.0,7.0,62,120,182,Holiday,Warm
2011-02-20,Spring,2011,2,13,Sunday,Clear,13.94,16.66,29.0,0.0,76,122,198,Holiday,Warm
2011-02-20,Spring,2011,2,14,Sunday,Clear,14.76,17.42,27.0,11.0,108,104,212,Holiday,Warm
2011-02-20,Spring,2011,2,15,Sunday,Clear,14.76,18.18,27.0,6.0,66,102,168,Holiday,Warm
2011-02-20,Spring,2011,2,16,Sunday,Clear,14.76,18.18,29.0,6.0,59,88,147,Holiday,Warm
2011-02-20,Spring,2011,2,17,Sunday,Clear,13.94,17.42,33.0,11.0,60,86,146,Holiday,Warm
2011-02-20,Spring,2011,2,18,Sunday,Mist,13.94,16.66,36.0,9.0,30,71,101,Holiday,Warm
2011-02-20,Spring,2011,2,19,Sunday,Mist,13.94,16.66,36.0,9.0,3,39,42,Holiday,Warm
2011-02-20,Spring,2011,2,20,Sunday,Mist,13.94,18.18,42.0,0.0,12,30,42,Holiday,Warm
2011-02-20,Spring,2011,2,21,Sunday,Mist,13.12,17.42,53.0,0.0,17,39,56,Holiday,Warm
2011-02-20,Spring,2011,2,22,Sunday,Mist,13.12,15.15,57.0,15.0,4,43,47,Holiday,Warm
2011-02-20,Spring,2011,2,23,Sunday,Mist,12.3,15.15,61.0,11.0,9,45,54,Holiday,Warm
2011-02-21,Spring,2011,2,0,Monday,Mist,13.94,15.15,42.0,22.0,7,30,37,Holiday,Warm
2011-02-21,Spring,2011,2,1,Monday,Mist,13.94,15.15,42.0,22.0,2,11,13,Holiday,Warm
2011-02-21,Spring,2011,2,2,Monday,Mist,13.94,15.15,42.0,22.0,1,3,4,Holiday,Warm
2011-02-21,Spring,2011,2,3,Monday,Mist,13.94,15.15,42.0,20.0,2,3,5,Holiday,Warm
2011-02-21,Spring,2011,2,4,Monday,Clear,13.12,15.91,45.0,11.0,1,0,1,Holiday,Warm
2011-02-21,Spring,2011,2,5,Monday,Mist,13.94,18.18,36.0,0.0,1,2,3,Holiday,Warm
2011-02-21,Spring,2011,2,6,Monday,Mist,17.22,21.21,26.0,20.0,2,6,8,Holiday,Warm
2011-02-21,Spring,2011,2,7,Monday,Mist,17.22,21.21,26.0,19.0,3,16,19,Holiday,Warm
2011-02-21,Spring,2011,2,8,Monday,Mist,13.12,15.15,57.0,20.0,7,56,63,Holiday,Warm
2011-02-21,Spring,2011,2,9,Monday,Mist,13.12,15.15,57.0,19.0,11,46,57,Holiday,Warm
2011-02-21,Spring,2011,2,10,Monday,Mist,13.12,15.15,57.0,17.0,29,52,81,Holiday,Warm
2011-02-21,Spring,2011,2,11,Monday,Mist,13.12,16.66,57.0,7.0,20,70,90,Holiday,Warm
2011-02-21,Spring,2011,2,12,Monday,Mist,13.12,15.91,66.0,13.0,26,67,93,Holiday,Warm
2011-02-21,Spring,2011,2,13,Monday,Light Precipitation,12.3,13.64,81.0,22.0,28,75,103,Holiday,Warm
2011-02-21,Spring,2011,2,14,Monday,Mist,13.12,15.15,76.0,17.0,15,101,116,Holiday,Warm
2011-02-21,Spring,2011,2,15,Monday,Mist,12.3,13.64,70.0,30.0,11,76,87,Holiday,Warm
2011-02-21,Spring,2011,2,16,Monday,Light Precipitation,11.48,12.12,75.0,28.0,8,48,56,Holiday,Warm
2011-02-21,Spring,2011,2,17,Monday,Mist,11.48,12.88,75.0,26.0,18,62,80,Holiday,Warm
2011-02-21,Spring,2011,2,18,Monday,Mist,9.84,10.6,87.0,24.0,2,64,66,Holiday,Cold
2011-02-21,Spring,2011,2,19,Monday,Mist,9.84,10.6,87.0,24.0,0,49,49,Holiday,Cold
2011-02-21,Spring,2011,2,20,Monday,Light Precipitation,9.84,10.6,81.0,26.0,0,29,29,Holiday,Cold
2011-02-21,Spring,2011,2,21,Monday,Light Precipitation,9.02,9.85,75.0,30.0,1,33,34,Holiday,Cold
2011-02-21,Spring,2011,2,22,Monday,Light Precipitation,8.2,8.33,75.0,28.0,0,11,11,Holiday,Cold
2011-02-21,Spring,2011,2,23,Monday,Light Precipitation,8.2,8.33,75.0,28.0,0,2,2,Holiday,Cold
2011-02-22,Spring,2011,2,6,Tuesday,Mist,4.92,6.06,80.0,19.0,0,7,7,Workday,Cold
2011-02-22,Spring,2011,2,7,Tuesday,Mist,4.92,6.06,80.0,19.0,0,40,40,Workday,Cold
2011-02-22,Spring,2011,2,8,Tuesday,Mist,4.92,6.06,80.0,17.0,7,107,114,Workday,Cold
2011-02-22,Spring,2011,2,9,Tuesday,Mist,5.74,6.06,74.0,17.0,5,101,106,Workday,Cold
2011-02-22,Spring,2011,2,10,Tuesday,Clear,6.56,9.09,69.0,0.0,0,44,44,Workday,Cold
2011-02-22,Spring,2011,2,11,Tuesday,Clear,6.56,11.36,64.0,0.0,7,43,50,Workday,Cold
2011-02-22,Spring,2011,2,12,Tuesday,Clear,8.2,11.36,59.0,7.0,7,48,55,Workday,Cold
2011-02-22,Spring,2011,2,13,Tuesday,Clear,9.02,11.36,55.0,11.0,3,52,55,Workday,Cold
2011-02-22,Spring,2011,2,14,Tuesday,Clear,9.02,11.36,55.0,13.0,9,49,58,Workday,Cold
2011-02-22,Spring,2011,2,15,Tuesday,Clear,9.84,11.36,48.0,13.0,2,67,69,Workday,Cold
2011-02-22,Spring,2011,2,16,Tuesday,Clear,9.02,11.36,51.0,11.0,7,79,86,Workday,Cold
2011-02-22,Spring,2011,2,17,Tuesday,Clear,9.02,10.6,51.0,15.0,8,188,196,Workday,Cold
2011-02-22,Spring,2011,2,18,Tuesday,Clear,9.02,11.36,47.0,9.0,6,161,167,Workday,Cold
2011-02-22,Spring,2011,2,19,Tuesday,Clear,8.2,9.09,47.0,19.0,4,114,118,Workday,Cold
2011-02-22,Spring,2011,2,20,Tuesday,Clear,8.2,9.85,47.0,15.0,3,102,105,Workday,Cold
2011-02-22,Spring,2011,2,21,Tuesday,Clear,8.2,9.85,47.0,17.0,2,80,82,Workday,Cold
2011-02-22,Spring,2011,2,22,Tuesday,Clear,6.56,7.58,43.0,17.0,1,76,77,Workday,Cold
2011-02-22,Spring,2011,2,23,Tuesday,Clear,6.56,7.58,43.0,17.0,3,18,21,Workday,Cold
2011-02-23,Spring,2011,2,0,Wednesday,Clear,5.74,6.82,50.0,13.0,0,6,6,Workday,Cold
2011-02-23,Spring,2011,2,1,Wednesday,Clear,5.74,7.58,46.0,11.0,0,4,4,Workday,Cold
2011-02-23,Spring,2011,2,2,Wednesday,Clear,4.92,7.58,50.0,9.0,0,1,1,Workday,Cold
2011-02-23,Spring,2011,2,3,Wednesday,Clear,4.92,6.82,50.0,11.0,0,2,2,Workday,Cold
2011-02-23,Spring,2011,2,5,Wednesday,Clear,4.92,7.58,50.0,7.0,0,8,8,Workday,Cold
2011-02-23,Spring,2011,2,6,Wednesday,Clear,4.92,7.58,50.0,7.0,0,36,36,Workday,Cold
2011-02-23,Spring,2011,2,7,Wednesday,Clear,4.92,7.58,54.0,9.0,2,94,96,Workday,Cold
2011-02-23,Spring,2011,2,8,Wednesday,Clear,5.74,7.58,54.0,11.0,8,227,235,Workday,Cold
2011-02-23,Spring,2011,2,9,Wednesday,Clear,7.38,10.6,51.0,6.0,9,130,139,Workday,Cold
2011-02-23,Spring,2011,2,10,Wednesday,Clear,8.2,12.88,40.0,0.0,4,47,51,Workday,Cold
2011-02-23,Spring,2011,2,11,Wednesday,Clear,9.84,12.88,41.0,7.0,16,53,69,Workday,Cold
2011-02-23,Spring,2011,2,12,Wednesday,Clear,10.66,14.4,35.0,6.0,11,56,67,Workday,Warm
2011-02-23,Spring,2011,2,13,Wednesday,Clear,12.3,15.91,28.0,6.0,9,78,87,Workday,Warm
2011-02-23,Spring,2011,2,14,Wednesday,Clear,13.12,16.66,29.0,7.0,17,61,78,Workday,Warm
2011-02-23,Spring,2011,2,15,Wednesday,Clear,13.94,17.42,25.0,6.0,18,54,72,Workday,Warm
2011-02-23,Spring,2011,2,16,Wednesday,Clear,13.94,18.18,25.0,0.0,15,79,94,Workday,Warm
2011-02-23,Spring,2011,2,17,Wednesday,Clear,13.94,17.42,25.0,6.0,15,207,222,Workday,Warm
2011-02-23,Spring,2011,2,18,Wednesday,Clear,13.12,16.66,26.0,6.0,3,206,209,Workday,Warm
2011-02-23,Spring,2011,2,19,Wednesday,Clear,12.3,16.66,33.0,0.0,6,135,141,Workday,Warm
2011-02-23,Spring,2011,2,20,Wednesday,Clear,9.84,12.12,60.0,11.0,2,107,109,Workday,Cold
2011-02-23,Spring,2011,2,21,Wednesday,Clear,9.84,14.4,48.0,0.0,2,89,91,Workday,Cold
2011-02-23,Spring,2011,2,22,Wednesday,Clear,9.84,14.4,48.0,0.0,1,60,61,Workday,Cold
2011-02-23,Spring,2011,2,23,Wednesday,Clear,9.02,12.88,55.0,6.0,1,38,39,Workday,Cold
2011-02-24,Spring,2011,2,0,Thursday,Clear,9.02,12.88,55.0,6.0,0,11,11,Workday,Cold
2011-02-24,Spring,2011,2,1,Thursday,Clear,9.02,12.88,60.0,6.0,0,7,7,Workday,Cold
2011-02-24,Spring,2011,2,2,Thursday,Clear,8.2,11.36,64.0,6.0,0,4,4,Workday,Cold
2011-02-24,Spring,2011,2,3,Thursday,Clear,8.2,10.6,64.0,9.0,0,2,2,Workday,Cold
2011-02-24,Spring,2011,2,5,Thursday,Clear,8.2,10.6,69.0,9.0,1,3,4,Workday,Cold
2011-02-24,Spring,2011,2,6,Thursday,Clear,8.2,9.85,69.0,13.0,0,58,58,Workday,Cold
2011-02-24,Spring,2011,2,7,Thursday,Clear,8.2,9.85,72.0,13.0,0,104,104,Workday,Cold
2011-02-24,Spring,2011,2,8,Thursday,Clear,9.84,11.36,70.0,15.0,8,244,252,Workday,Cold
2011-02-24,Spring,2011,2,9,Thursday,Mist,9.84,10.6,75.0,20.0,4,133,137,Workday,Cold
2011-02-24,Spring,2011,2,10,Thursday,Mist,10.66,12.12,70.0,19.0,8,49,57,Workday,Warm
2011-02-24,Spring,2011,2,11,Thursday,Mist,13.12,14.4,57.0,26.0,8,71,79,Workday,Warm
2011-02-24,Spring,2011,2,12,Thursday,Mist,14.76,16.66,53.0,24.0,10,85,95,Workday,Warm
2011-02-24,Spring,2011,2,13,Thursday,Mist,15.58,19.7,54.0,20.0,16,72,88,Workday,Warm
2011-02-24,Spring,2011,2,14,Thursday,Mist,16.4,20.46,50.0,20.0,2,67,69,Workday,Warm
2011-02-24,Spring,2011,2,15,Thursday,Light Precipitation,16.4,20.46,54.0,26.0,5,58,63,Workday,Warm
2011-02-24,Spring,2011,2,16,Thursday,Light Precipitation,15.58,19.7,62.0,19.0,4,67,71,Workday,Warm
2011-02-24,Spring,2011,2,17,Thursday,Light Precipitation,14.76,17.42,66.0,13.0,9,168,177,Workday,Warm
2011-02-24,Spring,2011,2,18,Thursday,Mist,13.94,15.15,87.0,22.0,5,132,137,Workday,Warm
2011-02-24,Spring,2011,2,19,Thursday,Light Precipitation,13.94,15.15,93.0,20.0,3,112,115,Workday,Warm
2011-02-24,Spring,2011,2,20,Thursday,Mist,13.94,15.15,93.0,24.0,2,87,89,Workday,Warm
2011-02-24,Spring,2011,2,21,Thursday,Mist,13.94,15.15,87.0,22.0,7,76,83,Workday,Warm
2011-02-24,Spring,2011,2,22,Thursday,Light Precipitation,13.94,15.91,87.0,19.0,5,50,55,Workday,Warm
2011-02-24,Spring,2011,2,23,Thursday,Mist,13.12,15.15,93.0,15.0,3,47,50,Workday,Warm
2011-02-25,Spring,2011,2,0,Friday,Light Precipitation,13.12,17.42,93.0,0.0,1,8,9,Workday,Warm
2011-02-25,Spring,2011,2,1,Friday,Mist,13.12,17.42,100.0,0.0,1,9,10,Workday,Warm
2011-02-25,Spring,2011,2,2,Friday,Mist,13.12,17.42,100.0,0.0,0,3,3,Workday,Warm
2011-02-25,Spring,2011,2,3,Friday,Mist,13.12,16.66,93.0,7.0,1,1,2,Workday,Warm
2011-02-25,Spring,2011,2,5,Friday,Mist,13.12,16.66,93.0,7.0,1,5,6,Workday,Warm
2011-02-25,Spring,2011,2,6,Friday,Light Precipitation,13.94,17.42,93.0,6.0,0,11,11,Workday,Warm
2011-02-25,Spring,2011,2,7,Friday,Light Precipitation,13.94,16.66,100.0,9.0,1,34,35,Workday,Warm
2011-02-25,Spring,2011,2,8,Friday,Light Precipitation,14.76,17.42,93.0,9.0,3,70,73,Workday,Warm
2011-02-25,Spring,2011,2,9,Friday,Light Precipitation,13.94,15.15,93.0,24.0,3,111,114,Workday,Warm
2011-02-25,Spring,2011,2,10,Friday,Light Precipitation,17.22,21.21,94.0,22.0,7,42,49,Workday,Warm
2011-02-25,Spring,2011,2,11,Friday,Clear,21.32,25.0,77.0,30.0,9,50,59,Workday,Warm
2011-02-25,Spring,2011,2,12,Friday,Light Precipitation,22.14,25.76,60.0,31.0,20,95,115,Workday,Warm
2011-02-25,Spring,2011,2,13,Friday,Light Precipitation,22.14,25.76,60.0,31.0,6,77,83,Workday,Warm
2011-02-25,Spring,2011,2,14,Friday,Light Precipitation,22.96,26.52,56.0,41.0,14,71,85,Workday,Warm
2011-02-25,Spring,2011,2,15,Friday,Clear,18.86,22.72,41.0,54.0,5,50,55,Workday,Warm
2011-02-25,Spring,2011,2,16,Friday,Clear,13.12,14.4,49.0,31.0,11,91,102,Workday,Warm
2011-02-25,Spring,2011,2,17,Friday,Clear,13.12,13.64,49.0,50.0,8,181,189,Workday,Warm
2011-02-25,Spring,2011,2,18,Friday,Clear,13.12,14.4,49.0,33.0,7,150,157,Workday,Warm
2011-02-25,Spring,2011,2,19,Friday,Clear,12.3,13.64,52.0,30.0,4,86,90,Workday,Warm
2011-02-25,Spring,2011,2,20,Friday,Clear,12.3,12.88,49.0,41.0,2,60,62,Workday,Warm
2011-02-25,Spring,2011,2,21,Friday,Clear,11.48,12.88,48.0,26.0,7,56,63,Workday,Warm
2011-02-25,Spring,2011,2,22,Friday,Clear,10.66,10.6,48.0,30.0,7,43,50,Workday,Warm
2011-02-25,Spring,2011,2,23,Friday,Clear,10.66,11.36,48.0,22.0,2,37,39,Workday,Warm
2011-02-26,Spring,2011,2,0,Saturday,Clear,9.84,11.36,52.0,13.0,3,25,28,Holiday,Cold
2011-02-26,Spring,2011,2,1,Saturday,Clear,9.84,10.6,52.0,20.0,2,25,27,Holiday,Cold
2011-02-26,Spring,2011,2,2,Saturday,Clear,9.02,9.85,60.0,24.0,3,9,12,Holiday,Cold
2011-02-26,Spring,2011,2,3,Saturday,Clear,9.02,11.36,55.0,9.0,1,7,8,Holiday,Cold
2011-02-26,Spring,2011,2,4,Saturday,Mist,9.02,12.88,60.0,6.0,1,1,2,Holiday,Cold
2011-02-26,Spring,2011,2,5,Saturday,Mist,9.02,12.12,64.0,7.0,1,9,10,Holiday,Cold
2011-02-26,Spring,2011,2,6,Saturday,Clear,9.02,13.64,60.0,0.0,1,6,7,Holiday,Cold
2011-02-26,Spring,2011,2,7,Saturday,Clear,9.02,12.88,60.0,6.0,1,21,22,Holiday,Cold
2011-02-26,Spring,2011,2,8,Saturday,Mist,9.84,14.4,60.0,0.0,2,55,57,Holiday,Cold
2011-02-26,Spring,2011,2,9,Saturday,Mist,10.66,12.88,56.0,11.0,9,65,74,Holiday,Warm
2011-02-26,Spring,2011,2,10,Saturday,Mist,12.3,15.15,49.0,9.0,14,71,85,Holiday,Warm
2011-02-26,Spring,2011,2,11,Saturday,Clear,12.3,16.66,45.0,0.0,26,100,126,Holiday,Warm
2011-02-26,Spring,2011,2,12,Saturday,Mist,13.12,15.91,45.0,11.0,45,115,160,Holiday,Warm
2011-02-26,Spring,2011,2,13,Saturday,Mist,13.94,15.91,42.0,17.0,38,136,174,Holiday,Warm
2011-02-26,Spring,2011,2,14,Saturday,Mist,13.94,15.15,36.0,22.0,57,154,211,Holiday,Warm
2011-02-26,Spring,2011,2,15,Saturday,Mist,14.76,16.66,40.0,19.0,40,125,165,Holiday,Warm
2011-02-26,Spring,2011,2,16,Saturday,Clear,14.76,16.66,46.0,19.0,41,130,171,Holiday,Warm
2011-02-26,Spring,2011,2,17,Saturday,Clear,14.76,17.42,43.0,15.0,53,130,183,Holiday,Warm
